site_No.	date	avg_temp	low_temp	low_temp_hhmm	high_temp	high_temp_hhmm	precipitation	max_wind_speed	avg_wind_speed	degree_of_max_wind_speed	year	month	site	PM	Li_ppm	_ppm	NH4_ppm	K_ppm	Mg_ppm	Ca_ppm	F_ppm	Cl_ppm	NO2_ppm	Br_ppm	NO3_ppm	PO4_ppm	SO4_ppm	Li	NA	NH4	K	Mg	Ca	F	Cl	NO2	Br	NO3	PO4	SO4	Li_eq	_eq	NH4_eq	K_eq	Mg_eq	Ca_eq	F_eq	Cl_eq	NO2_eq	Br_eq	NO3_eq	PO4_eq	SO4_eq	Pb	Cd	Cr	Cu	Mn	Fe	Ni	As	Be	Al	Ca_M	Mg_M	OC	EC	TC
532	2016-06-06	22.1	18.6	447	28.1	1354	0	6.7	1	132.2	2016	6	Uijeongbu	22.2	0	0.196	0.928	0.084	0.103	0.417	0	0.092	0	0.106	1.031	0	3.1	0	0.23	1.09	0.099	0.121	0.49	0	0.109	0	0.125	1.211	0	3.643	0	0.034	0.206	0.009	0.034	0.086	0	0.011	0	0.006	0.066	0	0.259	0.0086	0.0004	0	0.0129	0	0.4374	0	0.0023	0	0.3935	0.354	0.1141	4.72	0.62	5.34
532	2016-06-07	20.4	17.7	2313	25.4	1553	2.5	4.4	0.8	343.1	2016	6	Uijeongbu	45.4	0	0.112	3.464	0.101	0.084	0.326	0	0.109	0	0.118	5.975	0	5.276	0	0.131	4.057	0.119	0.099	0.381	0	0.128	0	0.138	6.998	0	6.18	0	0.02	0.768	0.01	0.028	0.068	0	0.013	0	0.006	0.385	0	0.44	0.0239	0.0014	0	0.0197	0.0056	0.6466	0.0031	0.004	0	0.3973	0.4569	0.151	5.15	0.61	5.76
532	2016-06-08	21.1	16.4	203	27.3	1535	0	6.5	1	317.8	2016	6	Uijeongbu	32.4	0	0.207	3.496	0.118	0.092	0.359	0	0.107	0	0.12	3.327	0	7.926	0	0.243	4.105	0.138	0.108	0.421	0	0.125	0	0.141	3.907	0	9.307	0	0.036	0.775	0.012	0.03	0.075	0	0.013	0	0.006	0.215	0	0.661	0.0461	0.003	0	0.042	0.0023	0.4605	0.0046	0.0027	0	0.2664	0.3412	0.1131	3.97	0.79	4.75
532	2016-06-09	22.7	15.6	501	30.5	1421	0	6.6	0.8	340.3	2016	6	Uijeongbu	59	0	0.176	2.586	0.163	0.117	0.425	0	0.092	0	0.117	0.975	0	7.733	0	0.205	3.018	0.19	0.137	0.496	0	0.107	0	0.137	1.138	0	9.024	0	0.031	0.574	0.017	0.039	0.088	0	0.011	0	0.006	0.063	0	0.645	0.048	0.002	0	0.0689	0.0182	0.9553	0.0063	0.0095	0	0.5646	0.6178	0.1803	4.93	0.79	5.72
532	2016-06-10	23.2	17.2	333	30.6	1424	0	6.6	1.2	317.8	2016	6	Uijeongbu	56.7	0	0.142	4.717	0.195	0.113	0.503	0	0.149	0	0.129	5.267	0	10.157	0	0.166	5.521	0.229	0.132	0.588	0	0.174	0	0.151	6.165	0	11.888	0	0.025	1.046	0.02	0.037	0.103	0	0.017	0	0.007	0.34	0	0.847	0.0587	0.0017	0	0.0508	0.0171	0.9912	0.0054	0.0097	0	0.616	0.5754	0.19	7.63	0.84	8.47
532	2016-07-11	27.5	22.9	538	34	1402	0	5.5	0.8	174.4	2016	7	Uijeongbu	48.5	0	0.207	6.1	0.366	0.147	0.648	0	0.072	0	0.132	1.811	0	16.908	0	0.136	3.993	0.24	0.096	0.424	0	0.047	0	0.086	1.185	0	11.07	0	0.036	1.353	0.037	0.048	0.129	0	0.01	0	0.008	0.119	0	1.411	0.0362	0.0012	0.004	0.0458	0.0235	0.8314	0.0038	0.0032	0	0.3655	0.4131	0.1259	10	1.19	11.2
532	2016-07-12	25.3	22.5	658	30.8	1336	0	6.2	0.8	337.5	2016	7	Uijeongbu	35.2	0	0.202	5.247	0.209	0	0.449	0	0.077	0	0.122	1.223	0	14.589	0	0.132	3.435	0.137	0	0.294	0	0.05	0	0.08	0.801	0	9.552	0	0.036	1.164	0.021	0	0.09	0	0.011	0	0.007	0.081	0	1.217	0.0182	0.0008	0.0026	0.0231	0.0164	0.4715	0.0028	0.002	0	0.1469	0.1926	0.0722	5.38	0.73	6.11
532	2016-07-13	25.2	20.5	418	29.3	1517	0	6.9	0.9	292.5	2016	7	Uijeongbu	32.6	0	1.233	11.719	1.135	0.38	2.443	0	0.161	0.102	0.137	4.813	0.565	40.939	0	0.162	1.542	0.149	0.05	0.322	0	0.021	0.013	0.018	0.633	0.074	5.388	0	0.217	2.599	0.116	0.125	0.488	0	0.029	0.009	0.012	0.32	0.071	3.422	0.0332	0.0009	0.0051	0.0399	0.0256	0.6731	0.0049	0.002	0	0.2163	0.4438	0.0942	4.17	0.69	4.87
532	2016-07-14	25.7	22.6	526	31.5	1439	2.5	6.9	0.8	45	2016	7	Uijeongbu	35.4	0	0.847	11.383	0.77	0.3	1.968	0	0.079	0.111	0.111	2.068	0.283	39.337	0	0.111	1.493	0.101	0.039	0.258	0	0.01	0.015	0.015	0.271	0.037	5.158	0	0.15	2.524	0.079	0.099	0.393	0	0.02	0.01	0.01	0.143	0.036	3.288	0.0298	0.0022	0.0098	0.034	0.0266	0.6652	0.006	0.0046	0	0.4253	0.395	0.1123	3.22	0.57	3.79
532	2016-07-15	24.4	21	323	28.8	1226	1.5	7.4	0.9	106.9	2016	7	Uijeongbu	21.1	0	0.327	1.657	0.438	0.188	1.518	0	0.136	0.152	0.05	2.053	0	4.681	0	0.043	0.216	0.057	0.025	0.198	0	0.018	0.02	0.006	0.268	0	0.611	0	0.059	0.367	0.045	0.062	0.303	0	0.027	0.013	0.007	0.142	0	0.402	0.0031	0.0001	0.0043	0.0118	0.0081	0.2606	0.0009	0.0006	0	0.1727	0.1683	0.0412	4.93	0.75	5.68
532	2016-08-08	28.6	24	520	34.3	1354	0	6.6	1	303.8	2016	8	Uijeongbu	36.6	0	0.141	3.167	0.176	0.106	0.348	0	0.053	0	0.09	0.395	0	9.358	0	0.112	2.519	0.14	0.084	0.276	0	0.042	0	0.071	0.314	0	7.442	0	0.025	0.702	0.018	0.035	0.069	0	0.006	0	0.005	0.026	0	0.78	0.0325	0.001	0.0113	0.037	0.0363	0.7919	0.0038	0.0059	0	0.467	0.5713	0.1286	5.35	0.54	5.89
532	2016-08-09	27.9	23.5	434	33.6	1441	0	5.3	0.7	174.4	2016	8	Uijeongbu	34.9	0	0.17	2.052	0.132	0.102	0.43	0	0.057	0	0.078	0.861	0	6.06	0	0.135	1.629	0.105	0.081	0.341	0	0.045	0	0.062	0.684	0	4.812	0	0.03	0.455	0.013	0.034	0.086	0	0.007	0	0.004	0.056	0	0.505	0.0261	0.0007	0.0043	0.0309	0.0182	0.5059	0.0024	0.0061	0	0.2846	0.3304	0.0883	5.72	0.59	6.31
532	2016-08-10	28.4	24.2	536	34.3	1542	0	5.7	0.8	312.2	2016	8	Uijeongbu	43.3	0	0.138	3.858	0.181	0.099	0.479	0	0.074	0	0.094	0.636	0	11.071	0	0.11	3.094	0.145	0.079	0.384	0	0.059	0	0.075	0.51	0	8.879	0	0.024	0.856	0.019	0.032	0.096	0	0.009	0	0.005	0.041	0	0.922	0.0498	0.0009	0.0054	0.0796	0.026	0.612	0.0061	0.0049	0	0.2441	0.3326	0.0912	6.57	0.83	7.4
532	2016-08-11	28.9	23.6	508	34.9	1504	0	5.5	0.9	317.8	2016	8	Uijeongbu	29.6	0	0.276	2.687	0.168	0.115	0.317	0	0.056	0	0.088	0.449	0	8.438	0	0.219	2.135	0.134	0.091	0.252	0	0.045	0	0.07	0.357	0	6.706	0	0.048	0.596	0.017	0.038	0.063	0	0.007	0	0.005	0.029	0	0.703	0.0261	0.0008	0.0097	0.0314	0.0335	0.6641	0.0039	0.0029	0	0.2857	0.4739	0.1249	3.3	0.6	3.9
532	2016-08-12	28.9	24.1	423	34.4	1536	0	6.4	0.9	312.2	2016	8	Uijeongbu	38	0	0.383	4.3	0.142	0.125	0.34	0	0.062	0	0.096	0.575	0	13.185	0	0.305	3.423	0.113	0.099	0.271	0	0.049	0	0.076	0.458	0	10.495	0	0.067	0.954	0.015	0.041	0.068	0	0.007	0	0.005	0.037	0	1.098	0.028	0.0006	0.004	0.0328	0.0185	0.5707	0.0059	0.0031	0	0.2593	0.3857	0.1275	4.15	0.35	4.5
532	2016-09-05	24.4	20.6	2331	30	1441	0	6	0.4	326.3	2016	9	Uijeongbu	30	0	0.165	2.26	0.238	0.042	0.356	0	0.085	0	0.088	1.046	0	6.074	0	0.131	1.798	0.189	0.033	0.283	0	0.068	0	0.07	0.832	0	4.831	0	0.029	0.501	0.024	0.014	0.071	0	0.01	0	0.005	0.068	0	0.506	0.0216	0.0017	0.0048	0.0292	0.0213	0.6104	0.0035	0.0023	0	0.3278	0.3906	0.0956	3.47	3.41	6.88
532	2016-09-06	23.2	18.6	538	28.2	1340	0	6.1	0.9	323.4	2016	9	Uijeongbu	50.4	0	0.29	8.105	0.479	0.075	0.856	0	0.135	0	0.15	4.737	0	19.622	0	0.23	6.436	0.38	0.06	0.679	0	0.107	0	0.119	3.761	0	15.581	0	0.051	1.797	0.049	0.025	0.171	0	0.016	0	0.008	0.306	0	1.634	0.0398	0.0017	0.0042	0.031	0.0316	0.8621	0.0074	0.0062	0	0.4943	0.5633	0.1538	6.05	2.96	9.01
532	2016-09-07	23	18.6	516	28.9	1512	0	4.5	0.5	326.3	2016	9	Uijeongbu	73.8	0	0.302	13.119	0.554	0.078	0.733	0	0.143	0	0.187	5.004	0	33.198	0	0.242	10.52	0.444	0.063	0.588	0	0.114	0	0.15	4.013	0	26.623	0	0.053	2.909	0.057	0.026	0.146	0	0.016	0	0.01	0.323	0	2.765	0.0574	0.0025	0.0054	0.0493	0.0326	0.8278	0.0108	0.0058	0	0.4499	0.5678	0.155	10.01	0.64	10.65
532	2016-09-08	22.1	19.6	606	26.8	1206	1	4.5	0.6	64.7	2016	9	Uijeongbu	47.2	0	0.193	6.104	0.379	0.059	0.556	0	0.182	0	0.114	2.765	0	14.672	0	0.153	4.851	0.301	0.047	0.442	0	0.145	0	0.091	2.197	0	11.66	0	0.034	1.354	0.039	0.02	0.111	0	0.021	0	0.006	0.179	0	1.222	0.0326	0.001	0.0043	0.0305	0.0232	0.7411	0.0061	0.0038	0	0.3206	0.4633	0.1234	5.55	1.31	6.86
532	2016-09-09	22.3	18.5	505	28.1	1539	0	4.6	0.4	329.1	2016	9	Uijeongbu	54.7	0	0.261	5.058	0.379	0.091	0.748	0	0.153	0	0.111	2.427	0	13.169	0	0.208	4.026	0.301	0.073	0.595	0	0.121	0	0.088	1.932	0	10.482	0	0.046	1.122	0.039	0.03	0.149	0	0.018	0	0.006	0.157	0	1.097	0.0348	0.0013	0.006	0.0341	0.0305	0.8428	0.0055	0.0064	0	0.3399	0.4377	0.131	8.18	0.81	8.99
532	2016-10-10	11.4	5.3	615	19.6	1454	0	4.3	0.6	0	2016	10	Uijeongbu	30.2	0	0.069	0.419	0.185	0.014	0.324	0	0.1	0	0.01	1.126	0	1.153	0	0.073	0.448	0.198	0.015	0.347	0	0.108	0	0.011	1.206	0	1.235	0	0.012	0.093	0.019	0.004	0.065	0	0.02	0.016	0.004	0.083	0	0.107	0.0131	0.0011	0.0082	0.0278	0.0263	0.8674	0.0027	0.0028	0	0.5526	1.5876	0.1531	4.26	1.74	6
532	2016-10-11	13.6	6.5	603	19.8	1432	0	5	0.6	323.4	2016	10	Uijeongbu	45.5	0	0.235	2.885	0.363	0.053	0.663	0	0.317	0.037	0.032	6.927	0	3.622	0	0.253	3.108	0.391	0.058	0.714	0	0.341	0.04	0.035	7.463	0	3.902	0	0.041	0.64	0.037	0.018	0.132	0	0.044	0.021	0.005	0.457	0	0.313	0.0282	0.0028	0.0085	0.0537	0.0348	1.0732	0.0056	0.0038	0	0.4317	0.7483	0.151	8.22	1.7	9.92
532	2016-10-12	13.2	9.2	701	19.9	1354	0	5.4	0.7	345.9	2016	10	Uijeongbu	59.8	0	0.175	4.633	0.428	0.014	0.414	0	0.213	0	0.046	7.552	0	7.357	0	0.189	4.991	0.461	0.016	0.446	0	0.229	0	0.05	8.135	0	7.926	0	0.03	1.027	0.044	0.005	0.083	0	0.033	0.017	0.006	0.497	0	0.624	0.0461	0.002	0.0069	0.0566	0.036	1.2032	0.0039	0.012	0	0.643	1.1227	0.2169	7.58	1.94	9.52
532	2016-10-13	12.6	5.9	556	20.9	1452	0	5.2	0.6	50.6	2016	10	Uijeongbu	38.4	0	0.161	1.342	0.405	0.029	0.611	0	0.295	0	0.022	2.007	0	3.338	0	0.173	1.443	0.435	0.031	0.656	0	0.317	0	0.024	2.157	0	3.587	0	0.028	0.298	0.041	0.009	0.122	0	0.042	0.017	0.005	0.14	0	0.289	0.0236	0.001	0.0084	0.0518	0.0359	1.2224	0.0035	0.0073	0	0.6605	1.0004	0.1973	9.37	0.27	9.64
532	2016-10-14	14.2	7.6	503	22	1340	0	3.4	0.4	357.2	2016	10	Uijeongbu	72.8	0	0.298	7.099	0.577	0.067	0.684	0	0.339	0	0.065	11.512	0	11.98	0	0.32	7.63	0.62	0.072	0.735	0	0.365	0	0.07	12.373	0	12.876	0	0.052	1.574	0.059	0.022	0.137	0	0.047	0.016	0.007	0.753	0	1.009	0.0462	0.0019	0.0081	0.0612	0.0425	1.4575	0.0047	0.007	0	0.8004	1.5245	0.2583	11.46	3.19	14.65
532	2016-11-07	12.4	8	2358	16.8	1318	5	6.7	1.5	5.6	2016	11	Uijeongbu	35.2	0	0.338	3.232	0.337	0.098	0.372	0	0.373	0	0	5.436	0	5.689	0	0.363	3.468	0.361	0.105	0.399	0	0.4	0	0	5.832	0	6.104	0	0.059	0.717	0.034	0.032	0.074	0	0.046	0.002	0	0.36	0.023	0.479	0.0158	0.0005	0.0016	0.009	0.011	0.3589	0.0015	0.0026	0	0.2262	0.3827	0.1341	6.12	0.96	7.07
532	2016-11-08	4.1	-0.2	2357	8	1	0.5	7	2.2	312.2	2016	11	Uijeongbu	60.6	0	0.078	5.277	0.765	0.024	0.297	0	0.351	0	0	7.668	0	8.542	0	0.083	5.592	0.811	0.026	0.315	0	0.372	0	0	8.127	0	9.053	0	0.014	1.17	0.078	0.008	0.059	0	0.044	0	0	0.504	0.025	0.717	0.0221	0.0008	0.0009	0.0039	0.0104	0.3148	0.0006	0.0058	0	0.3018	0.335	0.0849	14.47	0.9	15.37
532	2016-11-09	1.2	-3.6	702	7.7	1532	0	4.9	1.1	334.7	2016	11	Uijeongbu	42.4	0	0.074	2.678	0.499	0.049	0.463	0	1.416	0	0	3.076	0.037	4.127	0	0.077	2.803	0.523	0.051	0.484	0	1.482	0	0	3.22	0.039	4.32	0	0.013	0.594	0.051	0.016	0.092	0	0.164	0	0	0.208	0.029	0.349	0.0229	0.0014	0.0011	0.0169	0.0123	0.4905	0.0008	0.0051	0	0.4771	0.5691	0.0981	9.11	1.82	10.93
532	2016-11-10	4.8	-1	333	10.5	1404	0.5	5.5	0.8	154.7	2016	11	Uijeongbu	41.3	0	0.235	4.21	0.616	0.058	0.541	0	3.216	0	0.101	7.196	0.049	3.599	0	0.25	4.487	0.657	0.062	0.576	0	3.427	0	0.108	7.668	0.053	3.835	0	0.041	0.934	0.063	0.019	0.108	0	0.367	0	0.005	0.473	0.031	0.305	0.0407	0.0031	0.0038	0.033	0.02	0.6941	0.0058	0.0054	0	0.5976	0.8397	0.1484	10.71	2.66	13.37
532	2016-11-11	8.8	4.9	2206	14.1	1348	4	9.6	1.5	326.3	2016	11	Uijeongbu	49.9	0	0.551	3.608	0.348	0.175	0.893	0	0.508	0	0	9.391	0.008	5.485	0	0.59	3.866	0.373	0.187	0.956	0	0.544	0	0	10.06	0.009	5.876	0	0.096	0.8	0.036	0.058	0.178	0	0.061	0	0	0.615	0.026	0.463	0.0307	0.0009	0.0025	0.0193	0.0287	0.9472	0.0018	0.003	0	0.6616	1.0043	0.3518	5.48	1.52	7.01
532	2016-12-12	0.3	-6.2	240	6.6	1456	0	2.5	0.4	315	2016	12	Uijeongbu	75	0	0.279	5.489	0.677	0.043	0.742	0	4.42	0	0	9.605	0.038	3.793	0	0.293	5.768	0.711	0.046	0.78	0	4.645	0	0	10.094	0.04	3.986	0	0.048	1.217	0.069	0.014	0.148	0	0.504	0	0	0.632	0.025	0.321	0.0158	0.0005	0.0016	0.009	0.011	0.3589	0.0015	0.0026	0	0.2262	0.3827	0.1341	17.24	2.73	19.97
532	2016-12-13	2.6	-2	252	8.8	1428	0	5.8	1	11.3	2016	12	Uijeongbu	86.1	0	0.339	8.358	0.873	0.071	0.867	0	7.129	0	0.099	11.371	0.132	7.4	0	0.36	8.883	0.927	0.075	0.922	0	7.577	0	0.105	12.085	0.14	7.864	0	0.059	1.853	0.089	0.023	0.173	0	0.809	0.005	0.005	0.746	0.036	0.621	0.0221	0.0008	0.0009	0.0039	0.0104	0.3148	0.0006	0.0058	0	0.3018	0.335	0.0849	16.63	2.03	18.66
532	2016-12-14	-0.9	-2.6	2345	0	1035	0	4.6	1.5	334.7	2016	12	Uijeongbu	65.1	0	0.15	4.547	0.54	0.063	0.651	0	2.127	0	0	6.8	0.06	5.581	0	0.156	4.757	0.565	0.066	0.681	0	2.226	0	0	7.114	0.063	5.839	0	0.026	1.008	0.055	0.021	0.13	0	0.245	0.006	0	0.451	0.027	0.47	0.0229	0.0014	0.0011	0.0169	0.0123	0.4905	0.0008	0.0051	0	0.4771	0.5691	0.0981	9.6	1.87	11.48
532	2016-12-15	-4.8	-8	652	-1.2	1418	0	6.8	1.7	348.8	2016	12	Uijeongbu	39.1	0	0.193	2.138	0.314	0.047	0.493	0	1.513	0	0	2.848	0.031	2.715	0	0.201	2.224	0.326	0.049	0.513	0	1.574	0	0	2.963	0.032	2.824	0	0.034	0.474	0.032	0.015	0.098	0	0.176	0	0	0.196	0.024	0.231	0.0407	0.0031	0.0038	0.033	0.02	0.6941	0.0058	0.0054	0	0.5976	0.8397	0.1484	7.41	1.15	8.56
532	2016-12-16	-5.3	-11.7	740	-0.4	1522	0	5.6	1	281.3	2016	12	Uijeongbu	30.8	0	0.191	2.291	0.374	0.038	0.473	0	1.246	0	0	3.451	0.03	2.861	0	0.203	2.432	0.397	0.04	0.502	0	1.323	0	0	3.663	0.032	3.037	0	0.033	0.508	0.038	0.012	0.094	0	0.146	0.014	0	0.235	0.024	0.243	0.0307	0.0009	0.0025	0.0193	0.0287	0.9472	0.0018	0.003	0	0.6616	1.0043	0.3518	7.39	2.16	9.55
532	2017-01-09	1.5	-3.7	2352	5.1	1216	0	7.1	2.1	312.2	2017	1	Uijeongbu	61.7	0	0.496	7.394	0.707	0.145	0.514	0.056	0.6	0.098	0.149	14.964	0	15.273	0	0.464	6.905	0.661	0.136	0.48	0.052	0.561	0.091	0.139	13.974	0	14.262	0	0.022	0.41	0.018	0.012	0.026	0.003	0.017	0.002	0.002	0.241	0	0.318	0.0502	0.0022	0.0046	0.0073	0.0246	0.4848	0.0024	0.0252	0	0.2927	0.3387	0.1883	11.39	0.53	11.92
532	2017-01-10	-3.9	-8.1	740	2	1331	0	10.1	2	317.8	2017	1	Uijeongbu	35.6	0	0.541	2.864	0.418	0.098	0.318	0.109	1.398	0.087	0.148	7.027	0	5.075	0	0.514	2.72	0.397	0.093	0.302	0.103	1.328	0.083	0.141	6.672	0	4.819	0	0.024	0.159	0.011	0.008	0.016	0.006	0.039	0.002	0.002	0.113	0	0.106	0.0322	0.0019	0.0028	0.0078	0.0198	0.5221	0.0017	0.0219	0	0.4138	0.6257	0.2078	6.97	1.06	8.03
532	2017-01-11	-4.5	-12.1	736	1.1	1515	0	9.4	1.2	331.9	2017	1	Uijeongbu	30.2	0	0.406	1.671	0.321	0.068	0.313	0.108	1.206	0.094	0.146	4.499	0	2.751	0	0.387	1.592	0.306	0.064	0.298	0.103	1.149	0.09	0.139	4.286	0	2.621	0	0.018	0.093	0.008	0.006	0.016	0.006	0.034	0.002	0.002	0.073	0	0.057	0.0275	0.001	0.0038	0.0125	0.0178	0.5208	0.0016	0.0064	0	0.3907	0.665	0.1645	5.61	1.36	6.97
532	2017-01-12	-3.2	-7.7	2351	1.9	1302	0	10.3	1.9	320.6	2017	1	Uijeongbu	39.8	0	0.542	2.771	0.395	0.08	0.393	0.142	2.196	0.093	0.149	6.706	0	3.697	0	0.514	2.625	0.374	0.076	0.372	0.134	2.081	0.088	0.141	6.352	0	3.502	0	0.024	0.154	0.01	0.007	0.02	0.007	0.062	0.002	0.002	0.108	0	0.077	0.0332	0.0013	0.0035	0.0159	0.0198	0.5155	0.002	0.0081	0	0.3741	0.6471	0.1949	7.11	1.43	8.54
532	2017-01-13	-6.6	-10.5	501	-1	1521	0	9.9	1.7	315	2017	1	Uijeongbu	44.4	0	0.575	1.802	0.361	0.124	0.43	0.127	1.626	0.097	0.145	5.146	0	3.011	0	0.544	1.703	0.342	0.117	0.407	0.12	1.537	0.092	0.137	4.864	0	2.846	0	0.025	0.1	0.009	0.01	0.021	0.007	0.046	0.002	0.002	0.083	0	0.063	0.0261	0.0011	0.0037	0.0101	0.0298	0.8077	0.0023	0.0069	0	0.8271	1.1068	0.3776	5.69	1.13	6.81
532	2017-02-06	-1.7	-5.4	740	2.8	1549	0	7.8	2.1	315	2017	2	Uijeongbu	41.4	0	0.31	3.813	0.447	0.062	0.401	0.085	0.82	0.093	0.148	7.888	0	6.517	0	0.289	3.551	0.417	0.058	0.373	0.079	0.764	0.086	0.138	7.345	0	6.069	0	0.013	0.211	0.011	0.005	0.02	0.004	0.023	0.002	0.002	0.127	0	0.136	0.0236	0.0008	0.0023	0.0056	0.0114	0.3975	0.0014	0.0067	0	0.3735	0.3796	0.1357	7.08	0.76	7.84
532	2017-02-07	-3.1	-8.4	611	2.8	1503	0	4.5	0.6	337.5	2017	2	Uijeongbu	50.3	0	0.432	4	0.529	0.06	0.438	0.196	2.694	0.092	0.161	8.914	0	4.534	0	0.405	3.746	0.495	0.056	0.41	0.183	2.522	0.087	0.151	8.347	0	4.246	0	0.019	0.222	0.014	0.005	0.022	0.01	0.076	0.002	0.002	0.144	0	0.094	0.0386	0.0019	0.0118	0.0198	0.0282	0.6136	0.0032	0.0088	0	0.4872	0.5918	0.1171	10.29	1.47	11.76
532	2017-02-08	-2.7	-7.8	637	1.6	1413	0	5.9	0.9	331.9	2017	2	Uijeongbu	61.8	0	0.399	4.737	0.584	0.073	0.544	0.17	3.519	0.093	0.191	10.175	0	4.859	0	0.373	4.431	0.546	0.069	0.509	0.159	3.292	0.087	0.179	9.519	0	4.545	0	0.017	0.263	0.015	0.006	0.027	0.009	0.099	0.002	0.002	0.164	0	0.101	0.0443	0.0024	0.0031	0.018	0.0204	0.6881	0.0029	0.0145	0	0.6592	0.7727	0.1835	12.73	1.57	14.31
532	2017-02-09	-4.9	-8.6	747	-1.4	1440	0	8.5	2.2	334.7	2017	2	Uijeongbu	50.3	0	0.282	2.589	0.397	0.087	0.582	0.114	0.735	0.093	0.146	5.701	0	5.027	0	0.264	2.421	0.372	0.081	0.544	0.106	0.687	0.087	0.136	5.329	0	4.7	0	0.012	0.144	0.01	0.007	0.029	0.006	0.021	0.002	0.002	0.092	0	0.105	0.0269	0.0007	0.0028	0.0052	0.0308	1.0479	0.0018	0.0051	0	1.0929	1.0275	0.3491	7.13	0.85	7.97
532	2017-02-10	-6.4	-10.4	734	-1.9	1515	0	9.3	2.6	303.8	2017	2	Uijeongbu	33.5	0	0.147	2.187	0.281	0.07	0.424	0.078	0.326	0.085	0.145	3.82	0	4.866	0	0.137	2.026	0.261	0.065	0.392	0.072	0.302	0.079	0.134	3.538	0	4.507	0	0.006	0.121	0.007	0.006	0.021	0.004	0.009	0.002	0.002	0.062	0	0.101	0.0196	0.0008	0.0018	0.0039	0.0187	0.6049	0.0009	0.0047	0	0.4288	0.6253	0.1994	4.79	0.69	5.48
532	2017-03-06	0	-3.5	555	4.4	1303	0	12.1	2.9	334.7	2017	3	Uijeongbu	37.9	0	0.208	3.816	0.298	0.05	0.309	0.057	0.261	0	0	5.786	0	5.748	0	0.193	3.539	0.277	0.046	0.286	0.053	0.242	0	0	5.365	0	5.33	0	0.009	0.212	0.008	0.004	0.015	0.003	0.007	0	0	0.093	0	0.12	0.0218	0.0007	0.0019	0.0051	0.0144	0.4102	0.0013	0.0065	0	0.3722	0.5362	0.1447	5.93	0.61	6.54
532	2017-03-07	-1.6	-5.2	711	2.7	1538	0	9.5	2.6	351.6	2017	3	Uijeongbu	28.9	0	0.135	2.184	0.296	0.057	0.252	0.061	0.336	0	0	3.3	0	3.406	0	0.125	2.02	0.273	0.053	0.233	0.057	0.311	0	0	3.053	0	3.15	0	0.006	0.121	0.008	0.005	0.013	0.003	0.009	0	0	0.053	0	0.071	0.0184	0.0006	0.0005	0.0037	0.0135	0.3661	0.0006	0.0036	0	0.3158	0.5272	0.1779	5.15	0.61	5.76
532	2017-03-08	-1.2	-8.5	657	4.9	1252	0	10.4	1.7	300.9	2017	3	Uijeongbu	45.5	0	0.483	2.686	0.31	0.171	0.594	0.09	0.953	0	0	5.97	0	3.501	0	0.445	2.479	0.286	0.158	0.548	0.083	0.879	0	0	5.508	0	3.23	0	0.021	0.149	0.008	0.014	0.03	0.005	0.027	0	0	0.096	0	0.073	0.0263	0.0009	0.0038	0.0125	0.0513	0.8542	0.0027	0.0053	0	0.7327	3.5364	0.5645	5.74	0.97	6.71
532	2017-03-09	2.4	-5.8	501	10.6	1535	0	10.1	1.8	326.3	2017	3	Uijeongbu	47.3	0	0.531	2.796	0.269	0.155	0.534	0.081	0.848	0	0	6.114	0	3.566	0	0.488	2.569	0.247	0.142	0.49	0.075	0.779	0	0	5.617	0	3.276	0	0.023	0.155	0.007	0.013	0.027	0.004	0.024	0	0	0.099	0	0.074	0.0291	0.0011	0.0023	0.0132	0.0282	0.8515	0.0025	0.0062	0	0.7239	1.1222	0.4111	5.69	1.02	6.72
532	2017-03-10	3	-5.2	556	11.9	1447	0	7.1	1.3	219.4	2017	3	Uijeongbu	45.4	0	0.175	3.005	0.399	0.185	0.449	0.139	0.628	0	0	5.919	0	3.434	0	0.159	2.733	0.363	0.169	0.409	0.127	0.571	0	0	5.382	0	3.123	0	0.008	0.167	0.01	0.015	0.022	0.007	0.018	0	0	0.095	0	0.071	0.0314	0.0012	0.0026	0.0172	0.0217	0.6915	0.0019	0.0043	0	0.5113	0.8743	0.4062	8.72	1.06	9.78
532	2017-04-10	14.6	7.1	629	21.9	1556	0	7.5	1.4	168.8	2017	4	Uijeongbu	23.4	0	0.247	0.833	0.377	0.048	0.243	0.043	0.432	0	0	1.667	0	1.985	0	0.222	0.75	0.339	0.044	0.218	0.039	0.389	0	0	1.5	0	1.786	0	0.011	0.046	0.01	0.004	0.012	0.002	0.012	0	0	0.027	0	0.041	0.0108	0.0006	0.0015	0.0117	0.0102	0.4586	0.0009	0.002	0	0.3742	0.4837	0.1075	5.79	0.92	6.7
532	2017-04-11	14.6	10.3	609	21.7	1412	0	10.2	1.8	320.6	2017	4	Uijeongbu	44.2	0	0.514	1.531	0.488	0.125	0.735	0.055	0.87	0	0	3.382	0	3.196	0	0.462	1.375	0.438	0.112	0.66	0.049	0.781	0	0	3.038	0	2.87	0	0.022	0.085	0.012	0.01	0.037	0.003	0.025	0	0	0.055	0	0.067	0.0314	0.0011	0.0026	0.0129	0.0298	1.0653	0.0021	0.0179	0	1.2101	1.1667	0.3277	8.1	1.25	9.35
